locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot
PSPTO_RS29205,PSPTO_RS29205,PSPTO_B0024%2CPSPTOB0024,22964,23584,-,recombinase family protein,"Replication, recombination and repair",A0A0P9HFU4
PSPTO_RS29210,PSPTO_RS29210,PSPTO_B0025%2CPSPTOB0025,23792,24130,+,type II toxin-antitoxin system RelE/ParE family toxin,Function unknown,A0A0P9YDN5
PSPTO_RS29215,PSPTO_RS29215,PSPTO_B0026%2CPSPTOB0026,24130,24417,+,XRE family transcriptional regulator,Function unknown,A0A0N8QIS9
PSPTO_RS29220,PSPTO_RS29220,PSPTO_B0027%2CPSPTOB0027,24479,24895,+,hypothetical protein,Function unknown,A0A0P9KR22
PSPTO_RS29225,PSPTO_RS29225,PSPTO_B0029%2CPSPTOB0029,25355,25732,+,hypothetical protein,No COG annotation,A0A0P9GTV3
PSPTO_RS29230,PSPTO_RS29230,PSPTO_B0030%2CPSPTOB0030,25779,26615,+,DUF945 domain-containing protein,Function unknown,Q88BU5
PSPTO_RS29235,PSPTO_RS29235,PSPTO_B0031%2CPSPTOB0031,26683,26883,+,hypothetical protein,No COG annotation,A0A0N0XDN4
PSPTO_RS29240,PSPTO_RS29240,PSPTO_B0032%2CPSPTOB0032,26950,27228,-,mobilization protein,No COG annotation,A0A0M0UQI4
PSPTO_RS29245,PSPTO_RS29245,PSPTO_B0034%2CPSPTOB0034,27526,27870,-,hypothetical protein,No COG annotation,A0A0N8QY92
PSPTO_RS29250,PSPTO_RS29250,PSPTO_B0035%2CPSPTOB0035,28130,28459,+,CopG family transcriptional regulator,No COG annotation,A0A0N0FZ70
PSPTO_RS29255,PSPTO_RS29255,PSPTO_B0036%2CPSPTOB0036,28470,30425,+,relaxase/mobilization nuclease domain-containing protein,"Intracellular trafficking, secretion, and vesicular transport",Q88BU0
PSPTO_RS29260,PSPTO_RS29260,,30760,30954,+,FadR family transcriptional regulator,Transcription,
PSPTO_RS29265,PSPTO_RS29265,PSPTO_B0039%2CPSPTOB0039,31003,31812,-,AAA family ATPase,"Replication, recombination and repair",A0A099SW04
PSPTO_RS29270,PSPTO_RS29270,PSPTO_B0040%2CPSPTOB0040,31809,32831,-,IS21-like element ISPsy4 family transposase,"Replication, recombination and repair",A0A099SYT7
PSPTO_RS29275,PSPTO_RS29275,,32917,33429,+,FadR family transcriptional regulator,Transcription,
PSPTO_RS29280,lhgO,PSPTO_B0042%2CPSPTOB0042,33497,34693,+,L-2-hydroxyglutarate oxidase,Function unknown,Q88BT8
PSPTO_RS29285,PSPTO_RS29285,PSPTO_B0043%2CPSPTOB0043,34735,36081,+,MFS transporter,Amino acid transport and metabolism,A0A0N1JGT6
PSPTO_RS29290,PSPTO_RS29290,PSPTO_B0044%2CPSPTOB0044,36137,36322,+,hypothetical protein,No COG annotation,A0A0Q0DGG6
PSPTO_RS29295,PSPTO_RS29295,PSPTO_B0045%2CPSPTOB0045,36339,36692,-,helix-turn-helix transcriptional regulator,Transcription,A0A0N0FYS0
PSPTO_RS29300,PSPTO_RS29300,PSPTO_B0046%2CPSPTOB0046,36937,37470,+,transcriptional regulator,Transcription,Q88BT4
PSPTO_RS29305,PSPTO_RS29305,PSPTO_B0047%2CPSPTOB0047,37559,37768,+,hypothetical protein,No COG annotation,A0A099SZ00
PSPTO_RS29310,PSPTO_RS29310,PSPTO_B0049%2CPSPTOB0049,38061,38552,+,lytic transglycosylase domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A099SYP1
PSPTO_RS29315,PSPTO_RS29315,PSPTO_B0050%2CPSPTOB0050,38589,39062,+,DotD/TraH family lipoprotein,Function unknown,A0A0Q0CXP7
PSPTO_RS29320,PSPTO_RS29320,PSPTO_B0051%2CPSPTOB0051,39059,39859,+,type IV secretion system DotC family protein,Cell wall/membrane/envelope biogenesis,A0A0Q0D4I9
PSPTO_RS29325,traJ,PSPTO_B0052%2CPSPTOB0052,39856,41037,+,plasmid transfer ATPase TraJ,Cell motility,A0A1I5I387
PSPTO_RS29330,PSPTO_RS29330,PSPTO_B0053%2CPSPTOB0053,41137,41733,+,hypothetical protein,No COG annotation,A0A0Q0EKR3
PSPTO_RS29335,PSPTO_RS29335,PSPTO_B0054%2CPSPTOB0054,41730,42281,+,phospholipase D family protein,Lipid transport and metabolism,A0A0Q0B371
PSPTO_RS29340,PSPTO_RS29340,PSPTO_B0055%2CPSPTOB0055,42318,42563,+,hypothetical protein,No COG annotation,A0A0M0UXE8
PSPTO_RS29345,PSPTO_RS29345,PSPTO_B0056%2CPSPTOB0056,42592,42879,+,conjugal transfer protein,No COG annotation,A0A0N8RW15
PSPTO_RS29350,PSPTO_RS29350,PSPTO_B0057%2CPSPTOB0057,42922,47595,+,DNA primase,Cell motility,Q88BS6
PSPTO_RS29355,PSPTO_RS29355,PSPTO_B0058%2CPSPTOB0058,47621,47974,+,conjugal transfer protein,No COG annotation,A0A0M0UXE9
PSPTO_RS29360,PSPTO_RS29360,PSPTO_B0059%2CPSPTOB0059,47971,48678,+,DotI/IcmL family type IV secretion protein,Function unknown,A0A0P9P353
PSPTO_RS29365,PSPTO_RS29365,PSPTO_B0060%2CPSPTOB0060,48735,49793,+,conjugal transfer protein TraN,Function unknown,A0A0Q0F5S9
PSPTO_RS29370,traO,PSPTO_B0061%2CPSPTOB0061,49799,51157,+,conjugal transfer protein TraO,Function unknown,A0A0Q0BPG1
PSPTO_RS29375,traP,PSPTO_B0062%2CPSPTOB0062,51154,51864,+,conjugal transfer protein TraP,No COG annotation,A0A3M2WU42
PSPTO_RS29380,traQ,PSPTO_B0063%2CPSPTOB0063,51873,52415,+,conjugal transfer protein TraQ,No COG annotation,A0A0N0WF51
PSPTO_RS29385,PSPTO_RS29385,PSPTO_B0064%2CPSPTOB0064,52491,52886,+,conjugal transfer protein TraR,No COG annotation,A0A1I5I3M1
PSPTO_RS29390,PSPTO_RS29390,PSPTO_B0065%2CPSPTOB0065,52968,53579,+,hypothetical protein,No COG annotation,A0A3M2TJW4
PSPTO_RS29395,PSPTO_RS29395,PSPTO_B0066%2CPSPTOB0066,53554,56610,+,conjugal transfer protein,"Intracellular trafficking, secretion, and vesicular transport",A0A3M3GUM4
PSPTO_RS29400,traW,PSPTO_B0067%2CPSPTOB0067,56621,57835,+,conjugal transfer protein TraW,No COG annotation,A0A3M3GSP4
PSPTO_RS29405,PSPTO_RS29405,PSPTO_B0068%2CPSPTOB0068,57825,58427,+,conjugal transfer protein TraX,No COG annotation,A0A3M3BWT9
PSPTO_RS29410,PSPTO_RS29410,PSPTO_B0069%2CPSPTOB0069,58458,60602,+,DotA/TraY family protein,No COG annotation,A0A0N8T766
PSPTO_RS29415,PSPTO_RS29415,PSPTO_B0070%2CPSPTOB0070,60705,60950,+,hypothetical protein,No COG annotation,A0A0N1JUI3
PSPTO_RS29420,excA,PSPTO_B0071%2CPSPTOB0071,60947,61594,+,plasmid IncI1-type surface exclusion protein ExcA,No COG annotation,A0A3M3GSL4
PSPTO_RS29425,PSPTO_RS29425,PSPTO_B0072%2CPSPTOB0072,61687,62889,+,hypothetical protein,No COG annotation,Q88BR6
PSPTO_RS29430,PSPTO_RS29430,PSPTO_B0073%2CPSPTOB0073,62879,63253,-,PIN domain-containing protein,Function unknown,UPI00070C02BD
PSPTO_RS29435,PSPTO_RS29435,PSPTO_B0074%2CPSPTOB0074,63253,63453,-,type II toxin-antitoxin system VapB family antitoxin,Function unknown,A0A0Q0C0Z0
PSPTO_RS29440,PSPTO_RS29440,PSPTO_B0075%2CPSPTOB0075,63546,64631,+,thioredoxin fold domain-containing protein,"Post-translational modification, protein turnover,and chaperones",Q88BR3
PSPTO_RS29445,PSPTO_RS29445,PSPTO_B0076%2CPSPTOB0076,64618,66906,+,type IV secretory system conjugative DNA transfer family protein,"Intracellular trafficking, secretion, and vesicular transport",Q88BR2
PSPTO_RS29450,PSPTO_RS29450,PSPTO_B0077%2CPSPTOB0077,66984,67412,+,GntR family transcriptional regulator,Transcription,A0A0N8QW77
PSPTO_RS29455,PSPTO_RS29455,PSPTO_A0001%2CPSPTOA0001,351,1664,+,replication initiation protein,Transcription,A0A3M2WTY1
PSPTO_RS29460,PSPTO_RS29460,PSPTO_A0002%2CPSPTOA0002,1803,2228,+,ultraviolet light resistance protein A,Transcription,A0A0N0FNA9
PSPTO_RS29465,PSPTO_RS29465,PSPTO_A0003%2CPSPTOA0003,2221,2469,+,hypothetical protein,"Replication, recombination and repair",UPI0006219F09
PSPTO_RS29470,PSPTO_RS29470,PSPTO_A0004%2CPSPTOA0004,2530,3540,+,site-specific integrase,"Replication, recombination and repair",Q88BQ8
PSPTO_RS29475,PSPTO_RS29475,PSPTO_A0072,3564,5705,+,tyrosine-type recombinase/integrase,"Replication, recombination and repair",A0A0N8T5L7
PSPTO_RS29480,PSPTO_RS29480,PSPTO_A0005%2CPSPTOA0005,5731,6561,-,type III effector,No COG annotation,A0A3M3A4I2
PSPTO_RS29485,PSPTO_RS29485,PSPTO_A0006%2CPSPTOA0006,6735,7748,+,DUF4113 domain-containing protein,"Replication, recombination and repair",UPI0003242C86
PSPTO_RS29490,PSPTO_RS29490,,7782,8051,-,hypothetical protein,No COG annotation,UPI000462CD75
PSPTO_RS29495,PSPTO_RS29495,PSPTO_A0008%2CPSPTOA0008,8252,9256,-,ParB/RepB/Spo0J family partition protein,Transcription,A0A0N1JGU5
PSPTO_RS29500,PSPTO_RS29500,PSPTO_A0009%2CPSPTOA0009,9357,10484,-,ParA family protein,"Cell cycle control, cell division, chromosome partitioning",A0A0N0WTT3
PSPTO_RS29505,PSPTO_RS29505,,10654,11085,-,hypothetical protein,"Replication, recombination and repair",
PSPTO_RS29510,PSPTO_RS29510,PSPTO_A0010%2CPSPTOA0010,11224,14193,-,Tn3 family transposase,"Replication, recombination and repair",A0A0Q0BNE3
PSPTO_RS29515,PSPTO_RS29515,PSPTO_A0011%2CPSPTOA0011,14315,14860,+,recombinase family protein,"Replication, recombination and repair",A0A0N1JNY9
PSPTO_RS29520,PSPTO_RS29520,PSPTO_A0012%2CPSPTOA0012,14914,15783,-,hypothetical protein,Function unknown,UPI0003A336E0
PSPTO_RS29525,PSPTO_RS29525,,15831,16171,+,hypothetical protein,No COG annotation,
PSPTO_RS29530,PSPTO_RS29530,PSPTO_A0013%2CPSPTOA0013,16332,17354,-,IS21-like element ISPsy4 family transposase,"Replication, recombination and repair",A0A099SYT7
PSPTO_RS29535,PSPTO_RS29535,PSPTO_A0014%2CPSPTOA0014,17627,18256,+,AAA family ATPase,"Cell cycle control, cell division, chromosome partitioning",A0A0N8SCI5
PSPTO_RS29540,PSPTO_RS29540,PSPTO_A0015%2CPSPTOA0015,18277,18495,+,chromosome partitioning protein ParB,Function unknown,A0A0N8R5J1
PSPTO_RS29545,PSPTO_RS29545,PSPTO_A0016%2CPSPTOA0016,18841,19242,+,peptidase S24,Transcription,A0A3M5UTQ0
PSPTO_RS29550,PSPTO_RS29550,PSPTO_A0017%2CPSPTOA0017,19718,20146,+,CesT family type III secretion system chaperone,Function unknown,A0A108V6U1
PSPTO_RS29555,PSPTO_RS29555,PSPTO_A0018%2CPSPTOA0018,20507,21250,+,type III effector,Function unknown,UPI000DC62455
PSPTO_RS29560,PSPTO_RS29560,PSPTO_A0019%2CPSPTOA0019,21256,22395,+,hypothetical protein,No COG annotation,UPI0001B6058C
PSPTO_RS29565,PSPTO_RS29565,,22604,22771,-,IS91 family transposase,"Replication, recombination and repair",
PSPTO_RS29570,PSPTO_RS29570,PSPTO_A0021%2CPSPTOA0021,23291,23911,-,recombinase family protein,"Replication, recombination and repair",A0A0N0GBR8
PSPTO_RS29575,PSPTO_RS29575,PSPTO_A0022%2CPSPTOA0022,24222,24662,+,hypothetical protein,Function unknown,UPI0002097057
PSPTO_RS29580,PSPTO_RS29580,PSPTO_A0024%2CPSPTOA0024,25096,25473,+,hypothetical protein,No COG annotation,A0A0P9GTV3
PSPTO_RS29585,PSPTO_RS29585,PSPTO_A0025%2CPSPTOA0025,25520,26356,+,DUF945 domain-containing protein,Function unknown,A0A0Q0F388
PSPTO_RS29590,PSPTO_RS29590,PSPTO_A0026%2CPSPTOA0026,26414,26602,+,hypothetical protein,No COG annotation,A0A0Q0BK51
PSPTO_RS29595,PSPTO_RS29595,PSPTO_A0027%2CPSPTOA0027,26676,26954,-,mobilization protein,No COG annotation,A0A0Q0BXS5
PSPTO_RS29600,PSPTO_RS29600,PSPTO_A0028%2CPSPTOA0028,27399,27728,+,CopG family transcriptional regulator,No COG annotation,A0A0N0FZ70
PSPTO_RS29605,PSPTO_RS29605,PSPTO_A0029%2CPSPTOA0029,27739,29691,+,relaxase/mobilization nuclease domain-containing protein,"Intracellular trafficking, secretion, and vesicular transport",Q88BN9
PSPTO_RS29610,PSPTO_RS29610,PSPTO_A0030%2CPSPTOA0030,30218,30841,-,glycoside hydrolase family 25 protein,Cell wall/membrane/envelope biogenesis,A0A0Q0BR69
PSPTO_RS29615,PSPTO_RS29615,PSPTO_A0031%2CPSPTOA0031,31647,32828,-,glycoside hydrolase family 10 protein,Function unknown,A0A0Q0BHW6
PSPTO_RS29620,PSPTO_RS29620,PSPTO_A0032%2CPSPTOA0032,32908,34203,-,glycoside hydrolase family 68 protein,Carbohydrate transport and metabolism,K8DVC5
PSPTO_RS29625,PSPTO_RS29625,,34215,34400,-,Com family DNA-binding transcriptional regulator,Function unknown,UPI0001E27ADA
PSPTO_RS29630,PSPTO_RS29630,PSPTO_A0034%2CPSPTOA0034,34863,36812,-,EAL domain-containing protein,Signal transduction mechanisms,A0A0N8T5X6
PSPTO_RS29635,PSPTO_RS29635,PSPTO_A0035%2CPSPTOA0035,37434,38135,+,FadR family transcriptional regulator,Transcription,A0A3M4ZN81
PSPTO_RS29640,lhgO,PSPTO_A0036%2CPSPTOA0036,38204,39397,+,L-2-hydroxyglutarate oxidase,Function unknown,A0A0P9JJX1
PSPTO_RS29645,PSPTO_RS29645,PSPTO_A0037%2CPSPTOA0037,39438,40784,+,MHS family MFS transporter,Amino acid transport and metabolism,Q88BN1
PSPTO_RS29650,PSPTO_RS29650,PSPTO_A0038%2CPSPTOA0038,40825,41010,+,hypothetical protein,No COG annotation,A0A108WNC6
PSPTO_RS29655,PSPTO_RS29655,PSPTO_A0039%2CPSPTOA0039,41032,41415,-,helix-turn-helix transcriptional regulator,Transcription,A0A120ARP4
PSPTO_RS29660,PSPTO_RS29660,PSPTO_A0040%2CPSPTOA0040,41631,42164,+,transcriptional regulator,Transcription,Q88BM8
PSPTO_RS29665,PSPTO_RS29665,,42253,42462,+,hypothetical protein,No COG annotation,A0A099SZ00
PSPTO_RS29670,PSPTO_RS29670,PSPTO_A0042%2CPSPTOA0042,42755,43246,+,lytic transglycosylase domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A099SYP1
PSPTO_RS29675,PSPTO_RS29675,PSPTO_A0043%2CPSPTOA0043,43283,43756,+,DotD/TraH family lipoprotein,Function unknown,A0A0Q0CXP7
PSPTO_RS29680,PSPTO_RS29680,PSPTO_A0044%2CPSPTOA0044,43753,44553,+,type IV secretion system DotC family protein,Cell wall/membrane/envelope biogenesis,A0A0Q0D4I9
PSPTO_RS29685,traJ,PSPTO_A0045%2CPSPTOA0045,44550,45731,+,plasmid transfer ATPase TraJ,Cell motility,Q88BM6
PSPTO_RS29690,PSPTO_RS29690,,45929,46513,+,hypothetical protein,No COG annotation,A0A0N8T5L9
PSPTO_RS29695,PSPTO_RS29695,PSPTO_A0047%2CPSPTOA0047,46510,47061,+,phospholipase D family protein,Lipid transport and metabolism,A0A0Q0CV53
PSPTO_RS29700,PSPTO_RS29700,,47098,47343,+,hypothetical protein,No COG annotation,A0A0Q0CHX8
PSPTO_RS29705,PSPTO_RS29705,PSPTO_A0048%2CPSPTOA0048,47372,47659,+,conjugal transfer protein,No COG annotation,A0A0Q0BNI0
PSPTO_RS29710,PSPTO_RS29710,,47702,51980,+,DNA primase,No COG annotation,
PSPTO_RS29715,PSPTO_RS29715,PSPTO_A0050%2CPSPTOA0050,52006,52359,+,conjugal transfer protein,No COG annotation,A0A0M0UXE9
PSPTO_RS29720,PSPTO_RS29720,PSPTO_A0051%2CPSPTOA0051,52356,53063,+,DotI/IcmL family type IV secretion protein,Function unknown,A0A0P9P353
PSPTO_RS29725,PSPTO_RS29725,PSPTO_A0052%2CPSPTOA0052,53120,54178,+,conjugal transfer protein TraN,Function unknown,A0A0Q0F5S9
PSPTO_RS29730,traO,PSPTO_A0053%2CPSPTOA0053,54184,55542,+,conjugal transfer protein TraO,Function unknown,A0A0Q0BPG1
PSPTO_RS29735,traP,PSPTO_A0054%2CPSPTOA0054,55539,56249,+,conjugal transfer protein TraP,No COG annotation,A0A3M2WU42
PSPTO_RS29740,traQ,PSPTO_A0055%2CPSPTOA0055,56258,56800,+,conjugal transfer protein TraQ,No COG annotation,A0A0N0WF51
PSPTO_RS29745,PSPTO_RS29745,PSPTO_A0056%2CPSPTOA0056,56876,57271,+,conjugal transfer protein TraR,No COG annotation,A0A1I5I3M1
PSPTO_RS29750,PSPTO_RS29750,PSPTO_A0057%2CPSPTOA0057,57315,57590,-,type II toxin-antitoxin system RelE/ParE family toxin,Function unknown,A0A0N8T746
PSPTO_RS29755,PSPTO_RS29755,PSPTO_A0058%2CPSPTOA0058,57568,57768,-,hypothetical protein,No COG annotation,A0A0N0XE61
PSPTO_RS29760,PSPTO_RS29760,PSPTO_A0059%2CPSPTOA0059,57953,58612,+,conjugal transfer protein TraT,No COG annotation,A0A0Q0I471
PSPTO_RS29765,PSPTO_RS29765,PSPTO_A0060%2CPSPTOA0060,58587,61643,+,conjugal transfer protein,"Intracellular trafficking, secretion, and vesicular transport",UPI000621447A
PSPTO_RS29770,PSPTO_RS29770,PSPTO_A0061%2CPSPTOA0061,61667,61903,+,hypothetical protein,No COG annotation,A0A0Q0EPV8
PSPTO_RS29775,traW,PSPTO_A0062%2CPSPTOA0062,61946,63160,+,conjugal transfer protein TraW,No COG annotation,F3INM3
PSPTO_RS29780,PSPTO_RS29780,PSPTO_A0063%2CPSPTOA0063,63150,63752,+,conjugal transfer protein TraX,No COG annotation,A0A3M2WTY0
PSPTO_RS29785,PSPTO_RS29785,PSPTO_A0064%2CPSPTOA0064,63781,65925,+,DotA/TraY family protein,No COG annotation,A0A0Q0BSC1
PSPTO_RS29790,PSPTO_RS29790,,66027,66272,+,hypothetical protein,No COG annotation,A0A0N1JUI3
PSPTO_RS29795,excA,PSPTO_A0065%2CPSPTOA0065,66269,66919,+,plasmid IncI1-type surface exclusion protein ExcA,No COG annotation,A0A0Q0DI12
PSPTO_RS29800,PSPTO_RS29800,PSPTO_A0066%2CPSPTOA0066,67012,68211,+,conjugal transfer protein,No COG annotation,Q88BK9
PSPTO_RS29805,PSPTO_RS29805,PSPTO_A0067%2CPSPTOA0067,68297,69382,+,DsbC family protein,"Post-translational modification, protein turnover,and chaperones",A0A3M2WU14
PSPTO_RS29810,PSPTO_RS29810,PSPTO_A0068%2CPSPTOA0068,69369,71657,+,type IV secretory system conjugative DNA transfer family protein,"Intracellular trafficking, secretion, and vesicular transport",Q88BK7
PSPTO_RS29815,PSPTO_RS29815,PSPTO_A0069%2CPSPTOA0069,71685,72107,+,hypothetical protein,No COG annotation,A0A0Q0BRY9
PSPTO_RS29820,PSPTO_RS29820,PSPTO_A0070%2CPSPTOA0070,72128,72691,+,hypothetical protein,No COG annotation,A0A0Q0APS2
PSPTO_RS29825,PSPTO_RS29825,PSPTO_A0071%2CPSPTOA0071,72879,73307,+,GntR family transcriptional regulator,Transcription,A0A0Q0BQE7
PSPTO_RS29995,PSPTO_RS29995,,73386,73613,+,hypothetical protein,No COG annotation,A0A0Q0DHL1
PSPTO_RS00005,dnaA,PSPTO0001%2CPSPTO_0001,339,1874,+,chromosomal replication initiator protein DnaA,"Replication, recombination and repair",A0A0Q0CL03
PSPTO_RS00010,dnaN,PSPTO0002%2CPSPTO_0002,1913,3016,+,DNA polymerase III subunit beta,"Replication, recombination and repair",A0A099SQP6
PSPTO_RS00015,recF,PSPTO0003%2CPSPTO_0003,3039,4142,+,DNA replication/repair protein RecF,"Replication, recombination and repair",A0A099ST62
PSPTO_RS00020,gyrB,PSPTO0004%2CPSPTO_0004,4147,6564,+,DNA topoisomerase (ATP-hydrolyzing) subunit B,"Replication, recombination and repair",A0A099SQJ9
PSPTO_RS00025,PSPTO_RS00025,PSPTO0005%2CPSPTO_0005,7188,8798,+,SAM-dependent DNA methyltransferase,Defense mechanisms,UPI0002E6C200
PSPTO_RS00030,PSPTO_RS00030,PSPTO0006%2CPSPTO_0006,8861,10168,+,restriction endonuclease subunit S,"Replication, recombination and repair",Q88BJ8
PSPTO_RS00035,PSPTO_RS00035,PSPTO0007%2CPSPTO_0007,10179,11063,+,hypothetical protein,Function unknown,A0A0Q0BIN3
PSPTO_RS00040,PSPTO_RS00040,PSPTO0008%2CPSPTO_0008,11067,14366,+,type I restriction endonuclease subunit R,"Replication, recombination and repair",Q88BJ6
PSPTO_RS00045,PSPTO_RS00045,PSPTO0009%2CPSPTO_0009,14512,15741,-,IS91 family transposase,"Replication, recombination and repair",Q877Q5
PSPTO_RS00050,PSPTO_RS00050,PSPTO_5633,15948,16421,+,DUF3757 domain-containing protein,Function unknown,A0A0N8T433
PSPTO_RS00055,PSPTO_RS00055,,16484,16609,-,IS91 family transposase,"Replication, recombination and repair",
PSPTO_RS00060,PSPTO_RS00060,PSPTO0011%2CPSPTO_0011,16743,17453,+,M48 family metallopeptidase,Function unknown,A0A0Q0CRD3
PSPTO_RS00065,PSPTO_RS00065,,17511,18561,+,hypothetical protein,No COG annotation,
PSPTO_RS00070,PSPTO_RS00070,PSPTO0014%2CPSPTO_0014,18573,18803,-,hypothetical protein,No COG annotation,A0A0Q0ELY4
PSPTO_RS00075,PSPTO_RS00075,PSPTO0015%2CPSPTO_0015,19321,19932,+,hypothetical protein,No COG annotation,A0A0Q0B458
PSPTO_RS00080,PSPTO_RS00080,PSPTO0016%2CPSPTO_0016,19983,20435,+,hypothetical protein,No COG annotation,UPI0003A7D339
PSPTO_RS00085,PSPTO_RS00085,PSPTO0017%2CPSPTO_0017,20738,23149,-,DEAD/DEAH box helicase,"Replication, recombination and repair",UPI0013791366
PSPTO_RS00090,PSPTO_RS00090,PSPTO0018%2CPSPTO_0018,23290,24099,-,AAA family ATPase,"Replication, recombination and repair",A0A099SW04
PSPTO_RS00095,PSPTO_RS00095,PSPTO0019%2CPSPTO_0019,24096,25118,-,IS21-like element ISPsy4 family transposase,"Replication, recombination and repair",A0A099SYT7
PSPTO_RS00100,PSPTO_RS00100,,25202,25447,-,hypothetical protein,"Replication, recombination and repair",
PSPTO_RS00105,PSPTO_RS00105,,25556,26068,-,hypothetical protein,No COG annotation,UPI0006213936
PSPTO_RS00110,PSPTO_RS00110,,26153,26758,-,hypothetical protein,No COG annotation,
PSPTO_RS00115,PSPTO_RS00115,,27068,27790,-,hypothetical protein,No COG annotation,
PSPTO_RS00120,PSPTO_RS00120,PSPTO0022%2CPSPTO_0022,28202,29323,+,helix-turn-helix transcriptional regulator,Transcription,A0A3M2Y8F5
PSPTO_RS00125,PSPTO_RS00125,PSPTO0023%2CPSPTO_0023,29392,29919,+,hypothetical protein,No COG annotation,UPI0003A513E8
PSPTO_RS00130,PSPTO_RS00130,,30005,30553,-,hypothetical protein,"Replication, recombination and repair",UPI00062225E3
PSPTO_RS00135,PSPTO_RS00135,PSPTO0024%2CPSPTO_0024,30850,30987,+,hypothetical protein,No COG annotation,Q88BI4
PSPTO_RS00140,PSPTO_RS00140,PSPTO0025%2CPSPTO_0025,31338,31967,+,HAD family hydrolase,Function unknown,A0A0Q0CIT0
PSPTO_RS00145,PSPTO_RS00145,PSPTO0026%2CPSPTO_0026,32022,33068,-,hypothetical protein,No COG annotation,A0A0N8T795
